Source,Target,Weight,Type
555,87,1,undirected
555,296,3,undirected
555,361,1,undirected
555,403,3,undirected
555,432,2,undirected
555,476,2,undirected
555,547,5,undirected
555,657,6,undirected
556,194,3,undirected
556,258,3,undirected
556,547,4,undirected
556,562,1,undirected
556,568,5,undirected
556,572,2,undirected
556,609,15,undirected
556,620,12,undirected
557,494,2,undirected
557,523,4,undirected
557,562,2,undirected
557,564,6,undirected
557,567,24,undirected
557,568,19,undirected
557,585,3,undirected
557,596,1,undirected
557,597,1,undirected
557,611,3,undirected
557,620,2,undirected
557,624,2,undirected
557,627,1,undirected
557,638,1,undirected
558,50,8,undirected
558,63,5,undirected
558,70,1,undirected
558,88,3,undirected
558,101,5,undirected
558,106,2,undirected
558,641,2,undirected
559,163,5,undirected
559,548,3,undirected
559,560,7,undirected
559,589,1,undirected
559,593,7,undirected
559,602,1,undirected
559,657,8,undirected
559,708,4,undirected
560,546,2,undirected
560,547,2,undirected
560,559,7,undirected
560,575,3,undirected
560,590,2,undirected
560,602,4,undirected
560,657,6,undirected
561,51,1,undirected
561,70,2,undirected
561,125,4,undirected
561,518,3,undirected
561,552,5,undirected
561,570,7,undirected
561,585,11,undirected
562,4,3,undirected
562,27,2,undirected
562,28,1,undirected
562,52,6,undirected
562,67,3,undirected
562,72,2,undirected
562,114,2,undirected
562,125,6,undirected
562,126,2,undirected
562,127,3,undirected
562,191,1,undirected
562,206,1,undirected
562,404,1,undirected
562,416,6,undirected
562,417,1,undirected
562,489,1,undirected
562,495,1,undirected
562,524,2,undirected
562,529,6,undirected
562,531,4,undirected
562,556,1,undirected
562,557,2,undirected
562,567,1,undirected
562,568,13,undirected
562,570,2,undirected
562,573,11,undirected
562,577,2,undirected
562,594,5,undirected
562,608,5,undirected
562,621,8,undirected
562,623,7,undirected
562,624,4,undirected
562,634,16,undirected
562,653,2,undirected
563,31,2,undirected
563,89,1,undirected
563,99,4,undirected
563,224,2,undirected
563,483,4,undirected
563,488,2,undirected
563,493,2,undirected
563,553,5,undirected
563,568,5,undirected
563,569,16,undirected
563,593,3,undirected
564,31,2,undirected
564,416,6,undirected
564,546,6,undirected
564,553,2,undirected
564,554,3,undirected
564,557,6,undirected
564,566,3,undirected
564,567,10,undirected
564,568,1,undirected
564,570,1,undirected
564,593,1,undirected
564,596,1,undirected
564,597,2,undirected
564,601,2,undirected
565,68,12,undirected
565,91,4,undirected
565,190,18,undirected
565,232,3,undirected
565,343,2,undirected
565,345,1,undirected
565,352,2,undirected
565,478,3,undirected
565,480,1,undirected
565,572,1,undirected
565,642,3,undirected
565,720,1,undirected
566,491,7,undirected
566,553,10,undirected
566,564,3,undirected
566,568,6,undirected
566,570,1,undirected
567,167,3,undirected
567,494,2,undirected
567,523,7,undirected
567,546,5,undirected
567,557,24,undirected
567,562,1,undirected
567,564,10,undirected
567,568,14,undirected
567,585,9,undirected
567,589,3,undirected
567,596,4,undirected
567,597,4,undirected
567,611,3,undirected
567,620,1,undirected
567,624,3,undirected
567,627,2,undirected
567,629,1,undirected
567,640,1,undirected
567,727,1,undirected
568,29,2,undirected
568,206,2,undirected
568,217,8,undirected
568,222,2,undirected
568,495,13,undirected
568,518,3,undirected
568,528,1,undirected
568,547,2,undirected
568,552,6,undirected
568,553,1,undirected
568,554,1,undirected
568,556,5,undirected
568,557,19,undirected
568,562,13,undirected
568,563,5,undirected
568,564,1,undirected
568,566,6,undirected
568,567,14,undirected
568,569,7,undirected
568,570,11,undirected
568,572,1,undirected
568,573,9,undirected
568,577,6,undirected
568,585,9,undirected
568,586,1,undirected
568,593,5,undirected
568,594,7,undirected
568,596,2,undirected
568,597,2,undirected
568,608,2,undirected
568,621,1,undirected
568,634,6,undirected
568,679,2,undirected
569,551,13,undirected
569,553,18,undirected
569,563,16,undirected
569,568,7,undirected
570,75,5,undirected
570,206,2,undirected
570,495,10,undirected
570,503,1,undirected
570,526,4,undirected
570,551,1,undirected
570,552,12,undirected
570,561,7,undirected
570,562,2,undirected
570,564,1,undirected
570,566,1,undirected
570,568,11,undirected
570,571,2,undirected
570,621,2,undirected
570,622,2,undirected
570,634,2,undirected
571,25,1,undirected
571,187,3,undirected
571,489,2,undirected
571,552,9,undirected
571,554,1,undirected
571,570,2,undirected
571,572,20,undirected
571,715,2,undirected
572,25,2,undirected
572,174,13,undirected
572,489,5,undirected
572,518,2,undirected
572,543,2,undirected
572,552,3,undirected
572,556,2,undirected
572,565,1,undirected
572,568,1,undirected
572,571,20,undirected
572,591,7,undirected
572,695,5,undirected
573,194,3,undirected
573,379,1,undirected
573,388,6,undirected
573,523,3,undirected
573,553,2,undirected
573,562,11,undirected
573,568,9,undirected
573,611,3,undirected
573,629,6,undirected
573,634,2,undirected
573,691,1,undirected
573,695,6,undirected
573,723,1,undirected
574,546,1,undirected
574,548,4,undirected
574,579,6,undirected
574,582,5,undirected
574,589,3,undirected
574,597,1,undirected
574,602,2,undirected
574,603,15,undirected
575,560,3,undirected
575,576,1,undirected
575,579,1,undirected
575,587,8,undirected
575,590,16,undirected
575,602,22,undirected
575,610,8,undirected
576,191,2,undirected
576,545,4,undirected
576,550,22,undirected
576,575,1,undirected
576,579,6,undirected
576,581,6,undirected
576,584,1,undirected
576,587,3,undirected
576,590,5,undirected
576,598,3,undirected
576,600,5,undirected
576,601,1,undirected
576,607,18,undirected
576,610,8,undirected
577,8,5,undirected
577,192,3,undirected
577,495,5,undirected
577,562,2,undirected
577,568,6,undirected
577,629,5,undirected
578,22,1,undirected
578,163,1,undirected
578,191,3,undirected
578,537,17,undirected
578,657,8,undirected
578,675,2,undirected
578,687,3,undirected
579,546,4,undirected
579,550,2,undirected
579,574,6,undirected
579,575,1,undirected
579,576,6,undirected
579,587,12,undirected
579,590,1,undirected
579,593,3,undirected
579,596,4,undirected
579,597,5,undirected
579,602,9,undirected
580,31,6,undirected
580,545,1,undirected
580,552,9,undirected
580,554,4,undirected
580,581,1,undirected
580,583,3,undirected
580,586,5,undirected
580,588,1,undirected
580,589,3,undirected
580,597,1,undirected
580,622,1,undirected
580,631,4,undirected
580,685,8,undirected
580,692,1,undirected
581,219,1,undirected
581,291,2,undirected
581,545,3,undirected
581,576,6,undirected
581,580,1,undirected
581,584,15,undirected
581,598,12,undirected
581,607,9,undirected
582,548,3,undirected
582,574,5,undirected
582,589,1,undirected
582,596,1,undirected
582,597,2,undirected
582,603,19,undirected
583,26,2,undirected
583,30,5,undirected
583,138,1,undirected
583,142,7,undirected
583,547,1,undirected
583,580,3,undirected
583,598,1,undirected
583,663,3,undirected
583,696,1,undirected
584,576,1,undirected
584,581,15,undirected
584,598,24,undirected
584,600,1,undirected
584,607,3,undirected
585,124,1,undirected
585,518,5,undirected
585,546,2,undirected
585,551,3,undirected
585,557,3,undirected
585,561,11,undirected
585,567,9,undirected
585,568,9,undirected
585,586,1,undirected
586,546,3,undirected
586,568,1,undirected
586,580,5,undirected
586,585,1,undirected
586,589,2,undirected
586,596,2,undirected
586,597,5,undirected
586,603,5,undirected
587,575,8,undirected
587,576,3,undirected
587,579,12,undirected
587,590,3,undirected
587,602,12,undirected
588,253,1,undirected
588,419,9,undirected
588,442,3,undirected
588,580,1,undirected
588,643,9,undirected
588,691,4,undirected
589,546,3,undirected
589,559,1,undirected
589,567,3,undirected
589,574,3,undirected
589,580,3,undirected
589,582,1,undirected
589,586,2,undirected
589,593,24,undirected
589,596,2,undirected
589,597,2,undirected
589,602,3,undirected
589,657,2,undirected
590,548,2,undirected
590,560,2,undirected
590,575,16,undirected
590,576,5,undirected
590,579,1,undirected
590,587,3,undirected
590,602,2,undirected
590,657,3,undirected
591,187,1,undirected
591,195,2,undirected
591,364,2,undirected
591,518,1,undirected
591,527,1,undirected
591,552,9,undirected
591,572,7,undirected
591,695,5,undirected
592,24,4,undirected
592,47,3,undirected
592,92,1,undirected
592,235,4,undirected
592,336,6,undirected
592,462,2,undirected
592,530,3,undirected
592,537,2,undirected
592,547,4,undirected
592,657,3,undirected
593,559,7,undirected
593,563,3,undirected
593,564,1,undirected
593,568,5,undirected
593,579,3,undirected
593,589,24,undirected
593,604,5,undirected
594,29,1,undirected
594,398,21,undirected
594,562,5,undirected
594,568,7,undirected
595,160,15,undirected
595,161,8,undirected
595,165,6,undirected
595,222,2,undirected
595,245,2,undirected
595,325,3,undirected
595,496,1,undirected
595,684,2,undirected
595,711,1,undirected
595,715,1,undirected
596,557,1,undirected
596,564,1,undirected
596,567,4,undirected
596,568,2,undirected
596,579,4,undirected
596,582,1,undirected
596,586,2,undirected
596,589,2,undirected
596,597,24,undirected
597,548,2,undirected
597,557,1,undirected
597,564,2,undirected
597,567,4,undirected
597,568,2,undirected
597,574,1,undirected
597,579,5,undirected
597,580,1,undirected
597,582,2,undirected
597,586,5,undirected
597,589,2,undirected
597,596,24,undirected
598,576,3,undirected
598,581,12,undirected
598,583,1,undirected
598,584,24,undirected
598,600,1,undirected
598,601,1,undirected
598,607,2,undirected
599,4,4,undirected
599,190,8,undirected
599,605,10,undirected
599,657,11,undirected
599,673,1,undirected
599,720,1,undirected
599,725,23,undirected
600,550,8,undirected
600,576,5,undirected
600,584,1,undirected
600,598,1,undirected
600,601,24,undirected
600,607,6,undirected
601,167,1,undirected
601,426,1,undirected
601,564,2,undirected
601,576,1,undirected
601,598,1,undirected
601,600,24,undirected
601,657,6,undirected
602,546,15,undirected
602,559,1,undirected
602,560,4,undirected
602,574,2,undirected
602,575,22,undirected
602,579,9,undirected
602,587,12,undirected
602,589,3,undirected
602,590,2,undirected
602,610,10,undirected
603,530,3,undirected
603,548,24,undirected
603,574,15,undirected
603,582,19,undirected
603,586,5,undirected
604,31,1,undirected
604,51,3,undirected
604,88,1,undirected
604,163,1,undirected
604,386,3,undirected
604,413,2,undirected
604,547,2,undirected
604,593,5,undirected
604,657,6,undirected
605,14,1,undirected
605,190,6,undirected
605,460,2,undirected
605,599,10,undirected
605,657,5,undirected
606,26,23,undirected
606,29,10,undirected
606,387,8,undirected
606,398,10,undirected
607,550,17,undirected
607,576,18,undirected
607,581,9,undirected
607,584,3,undirected
607,598,2,undirected
607,600,6,undirected
608,278,2,undirected
608,361,2,undirected
608,405,1,undirected
608,489,3,undirected
608,516,1,undirected
608,529,1,undirected
608,562,5,undirected
608,568,2,undirected
608,622,3,undirected
608,673,1,undirected
608,726,3,undirected
609,168,3,undirected
609,172,8,undirected
609,483,2,undirected
609,489,1,undirected
609,556,15,undirected
609,732,1,undirected
610,546,1,undirected
610,575,8,undirected
610,576,8,undirected
610,602,10,undirected
611,404,1,undirected
611,407,2,undirected
611,497,10,undirected
611,522,4,undirected
611,536,3,undirected
611,557,3,undirected
611,567,3,undirected
611,573,3,undirected
611,624,1,undirected
612,147,6,undirected
612,148,1,undirected
612,151,8,undirected
612,215,2,undirected
612,264,3,undirected
612,361,3,undirected
612,740,1,undirected
613,219,2,undirected
613,230,2,undirected
613,248,1,undirected
613,458,1,undirected
613,626,17,undirected
613,633,6,undirected
613,652,3,undirected
614,476,1,undirected
614,615,6,undirected
614,630,13,undirected
614,635,14,undirected
614,644,22,undirected
615,614,6,undirected
615,632,14,undirected
615,635,8,undirected
615,638,5,undirected
615,644,5,undirected
616,50,2,undirected
616,472,2,undirected
616,617,11,undirected
616,618,5,undirected
616,621,12,undirected
616,630,2,undirected
616,643,19,undirected
617,616,11,undirected
617,618,6,undirected
617,630,9,undirected
617,631,2,undirected
617,635,1,undirected
617,644,1,undirected
618,462,2,undirected
618,547,2,undirected
618,616,5,undirected
618,617,6,undirected
618,631,2,undirected
618,636,5,undirected
618,641,12,undirected
619,163,3,undirected
619,503,8,undirected
619,627,13,undirected
619,632,9,undirected
619,636,22,undirected
619,638,14,undirected
619,639,6,undirected
620,18,2,undirected
620,122,1,undirected
620,198,1,undirected
620,556,12,undirected
620,557,2,undirected
620,567,1,undirected
620,637,3,undirected
620,638,5,undirected
620,640,2,undirected
620,657,2,undirected
621,72,1,undirected
621,126,2,undirected
621,562,8,undirected
621,568,1,undirected
621,570,2,undirected
621,616,12,undirected
621,622,19,undirected
621,624,9,undirected
621,639,9,undirected
622,23,2,undirected
622,75,3,undirected
622,206,4,undirected
622,529,16,undirected
622,531,2,undirected
622,570,2,undirected
622,580,1,undirected
622,608,3,undirected
622,621,19,undirected
622,624,3,undirected
622,631,23,undirected
622,636,1,undirected
623,29,2,undirected
623,208,1,undirected
623,215,2,undirected
623,383,1,undirected
623,562,7,undirected
623,691,2,undirected
623,723,9,undirected
624,557,2,undirected
624,562,4,undirected
624,567,3,undirected
624,611,1,undirected
624,621,9,undirected
624,622,3,undirected
624,627,1,undirected
624,638,6,undirected
625,204,1,undirected
625,271,1,undirected
625,283,7,undirected
625,306,7,undirected
625,361,1,undirected
625,432,2,undirected
625,437,8,undirected
626,332,1,undirected
626,613,17,undirected
626,630,8,undirected
626,633,3,undirected
626,635,4,undirected
626,642,3,undirected
626,644,8,undirected
627,8,2,undirected
627,88,3,undirected
627,198,1,undirected
627,494,3,undirected
627,547,1,undirected
627,557,1,undirected
627,567,2,undirected
627,619,13,undirected
627,624,1,undirected
628,72,2,undirected
628,243,3,undirected
628,340,4,undirected
628,365,1,undirected
628,373,9,undirected
628,499,3,undirected
628,713,2,undirected
629,50,3,undirected
629,88,9,undirected
629,89,2,undirected
629,101,9,undirected
629,122,1,undirected
629,125,3,undirected
629,195,1,undirected
629,224,1,undirected
629,567,1,undirected
629,573,6,undirected
629,577,5,undirected
629,727,1,undirected
630,614,13,undirected
630,616,2,undirected
630,617,9,undirected
630,626,8,undirected
630,635,4,undirected
630,638,1,undirected
630,641,6,undirected
630,644,22,undirected
631,192,1,undirected
631,245,2,undirected
631,260,1,undirected
631,529,2,undirected
631,531,9,undirected
631,580,4,undirected
631,617,2,undirected
631,618,2,undirected
631,622,23,undirected
631,635,1,undirected
631,636,8,undirected
632,615,14,undirected
632,619,9,undirected
632,636,2,undirected
632,638,3,undirected
633,241,1,undirected
633,353,2,undirected
633,399,3,undirected
633,463,1,undirected
633,613,6,undirected
633,626,3,undirected
633,642,19,undirected
633,675,2,undirected
634,63,1,undirected
634,163,2,undirected
634,217,1,undirected
634,562,16,undirected
634,568,6,undirected
634,570,2,undirected
634,573,2,undirected
635,324,1,undirected
635,614,14,undirected
635,615,8,undirected
635,617,1,undirected
635,626,4,undirected
635,630,4,undirected
635,631,1,undirected
635,644,8,undirected
636,618,5,undirected
636,619,22,undirected
636,622,1,undirected
636,631,8,undirected
636,632,2,undirected
636,638,20,undirected
636,639,3,undirected
636,641,1,undirected
637,26,1,undirected
637,320,5,undirected
637,329,6,undirected
637,354,1,undirected
637,415,2,undirected
637,620,3,undirected
637,674,1,undirected
637,726,18,undirected
638,557,1,undirected
638,615,5,undirected
638,619,14,undirected
638,620,5,undirected
638,624,6,undirected
638,630,1,undirected
638,632,3,undirected
638,636,20,undirected
638,641,11,undirected
638,644,1,undirected
639,39,3,undirected
639,491,2,undirected
639,493,2,undirected
639,505,5,undirected
639,619,6,undirected
639,621,9,undirected
639,636,3,undirected
640,3,1,undirected
640,264,2,undirected
640,476,3,undirected
640,486,3,undirected
640,492,2,undirected
640,547,1,undirected
640,567,1,undirected
640,620,2,undirected
640,657,9,undirected
641,558,2,undirected
641,618,12,undirected
641,630,6,undirected
641,636,1,undirected
641,638,11,undirected
641,644,8,undirected
642,190,2,undirected
642,399,5,undirected
642,565,3,undirected
642,626,3,undirected
642,633,19,undirected
642,657,1,undirected
643,419,5,undirected
643,588,9,undirected
643,616,19,undirected
643,667,1,undirected
643,697,1,undirected
643,713,2,undirected
644,614,22,undirected
644,615,5,undirected
644,617,1,undirected
644,626,8,undirected
644,630,22,undirected
644,635,8,undirected
644,638,1,undirected
644,641,8,undirected
645,158,1,undirected
645,159,1,undirected
645,160,6,undirected
645,161,11,undirected
645,395,5,undirected
646,213,1,undirected
646,258,1,undirected
646,419,10,undirected
646,423,7,undirected
646,482,3,undirected
646,665,2,undirected
647,193,1,undirected
647,653,14,undirected
647,654,20,undirected
647,655,1,undirected
647,656,10,undirected
647,733,1,undirected
647,737,1,undirected
648,486,9,undirected
648,492,1,undirected
648,649,17,undirected
648,650,17,undirected
648,651,7,undirected
648,652,24,undirected
648,654,1,undirected
648,655,12,undirected
649,486,7,undirected
649,648,17,undirected
649,650,11,undirected
649,651,7,undirected
649,652,4,undirected
649,655,11,undirected
650,648,17,undirected
650,649,11,undirected
650,652,12,undirected
650,655,6,undirected
651,492,2,undirected
651,648,7,undirected
651,649,7,undirected
651,655,9,undirected
652,265,1,undirected
652,432,2,undirected
652,613,3,undirected
652,648,24,undirected
652,649,4,undirected
652,650,12,undirected
653,91,2,undirected
653,193,1,undirected
653,260,1,undirected
653,552,2,undirected
653,562,2,undirected
653,647,14,undirected
653,654,24,undirected
653,656,3,undirected
654,486,1,undirected
654,647,20,undirected
654,648,1,undirected
654,653,24,undirected
654,655,5,undirected
654,656,1,undirected
655,492,2,undirected
655,647,1,undirected
655,648,12,undirected
655,649,11,undirected
655,650,6,undirected
655,651,9,undirected
655,654,5,undirected
656,491,2,undirected
656,647,10,undirected
656,653,3,undirected
656,654,1,undirected
656,744,8,undirected
657,14,2,undirected
657,124,1,undirected
657,127,6,undirected
657,155,6,undirected
657,163,7,undirected
657,164,10,undirected
657,190,17,undirected
657,191,13,undirected
657,196,1,undirected
657,537,8,undirected
657,547,5,undirected
657,555,6,undirected
657,559,8,undirected
657,560,6,undirected
657,578,8,undirected
657,589,2,undirected
657,590,3,undirected
657,592,3,undirected
657,599,11,undirected
657,601,6,undirected
657,604,6,undirected
657,605,5,undirected
657,620,2,undirected
657,640,9,undirected
657,642,1,undirected
657,663,1,undirected
658,190,2,undirected
658,215,3,undirected
658,248,4,undirected
658,258,1,undirected
658,276,7,undirected
658,332,1,undirected
658,346,1,undirected
658,361,2,undirected
658,401,3,undirected
659,676,8,undirected
659,678,9,undirected
659,707,1,undirected
659,709,1,undirected
659,722,10,undirected
660,109,2,undirected
660,127,2,undirected
660,662,8,undirected
660,663,6,undirected
660,670,2,undirected
660,671,6,undirected
660,673,10,undirected
660,676,15,undirected
660,688,2,undirected
660,709,7,undirected
661,2,1,undirected
661,98,4,undirected
661,99,3,undirected
661,115,10,undirected
661,121,2,undirected
661,484,5,undirected
661,696,12,undirected
661,697,6,undirected
661,698,24,undirected
661,705,1,undirected
661,712,7,undirected
661,723,1,undirected
661,729,9,undirected
662,660,8,undirected
662,663,3,undirected
662,673,3,undirected
662,676,3,undirected
662,709,7,undirected
663,4,6,undirected
663,122,2,undirected
663,141,2,undirected
663,164,3,undirected
663,583,3,undirected
663,657,1,undirected
663,660,6,undirected
663,662,3,undirected
663,665,7,undirected
663,671,2,undirected
663,672,6,undirected
663,673,19,undirected
663,677,6,undirected
663,682,4,undirected
663,690,4,undirected
663,691,2,undirected
663,694,20,undirected
663,704,5,undirected
663,708,5,undirected
663,709,1,undirected
663,718,1,undirected
663,719,3,undirected
663,720,7,undirected
663,725,1,undirected
664,503,6,undirected
664,670,14,undirected
664,671,20,undirected
664,688,3,undirected
664,697,1,undirected
664,698,3,undirected
665,337,3,undirected
665,343,2,undirected
665,423,5,undirected
665,646,2,undirected
665,663,7,undirected
665,682,1,undirected
665,691,11,undirected
665,719,4,undirected
665,720,9,undirected
666,678,3,undirected
666,702,10,undirected
666,704,2,undirected
666,705,1,undirected
666,721,9,undirected
666,722,1,undirected
666,723,8,undirected
667,504,1,undirected
667,643,1,undirected
667,697,2,undirected
667,702,12,undirected
667,703,3,undirected
667,713,6,undirected
667,722,1,undirected
667,723,8,undirected
667,728,2,undirected
668,364,2,undirected
668,680,8,undirected
668,696,3,undirected
668,705,2,undirected
668,712,2,undirected
668,716,3,undirected
668,718,4,undirected
669,452,1,undirected
669,464,18,undirected
669,530,2,undirected
669,675,5,undirected
669,678,2,undirected
669,687,4,undirected
669,701,1,undirected
669,704,2,undirected
670,122,2,undirected
670,660,2,undirected
670,664,14,undirected
670,671,24,undirected
670,673,1,undirected
670,719,1,undirected
670,725,2,undirected
671,5,2,undirected
671,122,3,undirected
671,503,1,undirected
671,660,6,undirected
671,663,2,undirected
671,664,20,undirected
671,670,24,undirected
671,672,4,undirected
671,673,1,undirected
671,676,2,undirected
671,688,3,undirected
671,689,2,undirected
671,694,11,undirected
671,697,6,undirected
671,702,2,undirected
671,704,3,undirected
671,707,2,undirected
672,127,2,undirected
672,464,4,undirected
672,663,6,undirected
672,671,4,undirected
672,677,1,undirected
672,682,10,undirected
672,707,2,undirected
673,28,1,undirected
673,122,1,undirected
673,599,1,undirected
673,608,1,undirected
673,660,10,undirected
673,662,3,undirected
673,663,19,undirected
673,670,1,undirected
673,671,1,undirected
673,694,3,undirected
673,720,14,undirected
674,4,2,undirected
674,501,1,undirected
674,637,1,undirected
674,678,2,undirected
674,682,10,undirected
674,707,5,undirected
674,718,11,undirected
674,722,1,undirected
674,725,9,undirected
675,127,3,undirected
675,398,1,undirected
675,578,2,undirected
675,633,2,undirected
675,669,5,undirected
675,687,20,undirected
675,704,2,undirected
675,708,1,undirected
675,709,17,undirected
675,710,11,undirected
675,717,1,undirected
676,109,12,undirected
676,659,8,undirected
676,660,15,undirected
676,662,3,undirected
676,671,2,undirected
676,688,17,undirected
676,704,2,undirected
677,663,6,undirected
677,672,1,undirected
677,683,3,undirected
677,694,4,undirected
677,709,2,undirected
677,720,3,undirected
677,725,12,undirected
678,327,3,undirected
678,452,1,undirected
678,499,1,undirected
678,504,2,undirected
678,659,9,undirected
678,666,3,undirected
678,669,2,undirected
678,674,2,undirected
678,679,1,undirected
678,681,1,undirected
678,686,1,undirected
678,687,9,undirected
678,693,3,undirected
678,704,2,undirected
678,707,12,undirected
678,708,20,undirected
678,710,2,undirected
678,713,2,undirected
678,715,1,undirected
678,717,3,undirected
678,721,4,undirected
678,722,19,undirected
679,27,10,undirected
679,258,2,undirected
679,271,2,undirected
679,330,1,undirected
679,462,1,undirected
679,473,2,undirected
679,526,1,undirected
679,568,2,undirected
679,678,1,undirected
679,687,3,undirected
679,691,1,undirected
680,91,3,undirected
680,333,3,undirected
680,668,8,undirected
680,682,1,undirected
680,697,9,undirected
680,699,2,undirected
680,705,5,undirected
680,712,3,undirected
680,716,1,undirected
681,504,12,undirected
681,678,1,undirected
681,687,11,undirected
681,691,1,undirected
681,708,1,undirected
681,710,4,undirected
682,663,4,undirected
682,665,1,undirected
682,672,10,undirected
682,674,10,undirected
682,680,1,undirected
682,690,4,undirected
682,715,7,undirected
682,716,5,undirected
682,718,4,undirected
682,719,4,undirected
682,724,1,undirected
682,725,11,undirected
683,22,1,undirected
683,235,3,undirected
683,382,1,undirected
683,677,3,undirected
683,701,11,undirected
683,717,7,undirected
683,724,9,undirected
683,725,13,undirected
684,28,2,undirected
684,154,12,undirected
684,155,1,undirected
684,159,1,undirected
684,162,1,undirected
684,165,3,undirected
684,205,5,undirected
684,208,3,undirected
684,234,2,undirected
684,243,1,undirected
684,320,1,undirected
684,332,3,undirected
684,365,1,undirected
684,371,5,undirected
684,496,2,undirected
684,542,2,undirected
684,595,2,undirected
684,701,3,undirected
685,260,1,undirected
685,278,3,undirected
685,501,15,undirected
685,529,1,undirected
685,580,8,undirected
685,701,1,undirected
686,393,1,undirected
686,678,1,undirected
686,687,4,undirected
686,690,1,undirected
686,693,2,undirected
686,701,1,undirected
686,710,2,undirected
686,715,17,undirected
686,716,8,undirected
686,718,1,undirected
686,721,2,undirected
686,725,5,undirected
687,24,2,undirected
687,127,4,undirected
687,163,2,undirected
687,196,2,undirected
687,208,1,undirected
687,298,1,undirected
687,345,1,undirected
687,382,2,undirected
687,393,4,undirected
687,464,9,undirected
687,499,4,undirected
687,542,1,undirected
687,543,2,undirected
687,578,3,undirected
687,669,4,undirected
687,675,20,undirected
687,678,9,undirected
687,679,3,undirected
687,681,11,undirected
687,686,4,undirected
687,692,1,undirected
687,701,2,undirected
687,704,1,undirected
687,708,6,undirected
687,710,1,undirected
687,713,2,undirected
687,717,1,undirected
687,722,2,undirected
687,724,5,undirected
688,660,2,undirected
688,664,3,undirected
688,671,3,undirected
688,676,17,undirected
688,694,5,undirected
688,719,2,undirected
689,388,1,undirected
689,423,2,undirected
689,671,2,undirected
689,698,3,undirected
689,702,2,undirected
689,705,8,undirected
689,712,3,undirected
689,719,12,undirected
690,141,1,undirected
690,353,2,undirected
690,663,4,undirected
690,682,4,undirected
690,686,1,undirected
690,691,5,undirected
690,694,1,undirected
690,702,5,undirected
690,704,8,undirected
690,718,6,undirected
691,198,6,undirected
691,452,1,undirected
691,573,1,undirected
691,588,4,undirected
691,623,2,undirected
691,663,2,undirected
691,665,11,undirected
691,679,1,undirected
691,681,1,undirected
691,690,5,undirected
691,704,9,undirected
691,719,11,undirected
691,725,1,undirected
692,190,6,undirected
692,260,3,undirected
692,278,1,undirected
692,332,1,undirected
692,361,3,undirected
692,363,2,undirected
692,500,2,undirected
692,580,1,undirected
692,687,1,undirected
692,720,2,undirected
692,725,2,undirected
693,678,3,undirected
693,686,2,undirected
693,707,1,undirected
693,710,4,undirected
693,713,7,undirected
693,722,5,undirected
693,723,3,undirected
694,28,2,undirected
694,663,20,undirected
694,671,11,undirected
694,673,3,undirected
694,677,4,undirected
694,688,5,undirected
694,690,1,undirected
694,719,10,undirected
694,720,1,undirected
695,190,1,undirected
695,323,3,undirected
695,403,2,undirected
695,443,1,undirected
695,489,2,undirected
695,529,2,undirected
695,572,5,undirected
695,573,6,undirected
695,591,5,undirected
696,28,5,undirected
696,46,6,undirected
696,57,5,undirected
696,91,2,undirected
696,96,6,undirected
696,97,9,undirected
696,98,11,undirected
696,104,2,undirected
696,115,8,undirected
696,121,5,undirected
696,144,6,undirected
696,484,10,undirected
696,549,5,undirected
696,583,1,undirected
696,661,12,undirected
696,668,3,undirected
696,698,2,undirected
696,705,1,undirected
696,712,10,undirected
696,723,1,undirected
697,119,2,undirected
697,431,1,undirected
697,643,1,undirected
697,661,6,undirected
697,664,1,undirected
697,667,2,undirected
697,671,6,undirected
697,680,9,undirected
697,698,14,undirected
697,702,5,undirected
697,705,12,undirected
697,712,8,undirected
697,719,3,undirected
697,723,19,undirected
698,52,4,undirected
698,661,24,undirected
698,664,3,undirected
698,689,3,undirected
698,696,2,undirected
698,697,14,undirected
698,705,3,undirected
698,712,5,undirected
698,719,10,undirected
698,729,2,undirected
699,30,3,undirected
699,245,2,undirected
699,539,3,undirected
699,680,2,undirected
699,702,3,undirected
699,703,9,undirected
699,711,3,undirected
699,718,17,undirected
700,152,12,undirected
700,153,1,undirected
700,354,1,undirected
700,383,2,undirected
700,489,2,undirected
700,543,3,undirected
700,716,3,undirected
701,235,7,undirected
701,310,2,undirected
701,345,5,undirected
701,382,3,undirected
701,452,2,undirected
701,500,1,undirected
701,542,4,undirected
701,669,1,undirected
701,683,11,undirected
701,684,3,undirected
701,685,1,undirected
701,686,1,undirected
701,687,2,undirected
701,717,23,undirected
701,724,7,undirected
702,666,10,undirected
702,667,12,undirected
702,671,2,undirected
702,689,2,undirected
702,690,5,undirected
702,697,5,undirected
702,699,3,undirected
702,721,2,undirected
702,723,6,undirected
703,456,2,undirected
703,526,1,undirected
703,667,3,undirected
703,699,9,undirected
703,705,1,undirected
703,718,3,undirected
703,721,17,undirected
703,723,21,undirected
703,747,3,undirected
704,4,2,undirected
704,452,3,undirected
704,663,5,undirected
704,666,2,undirected
704,669,2,undirected
704,671,3,undirected
704,675,2,undirected
704,676,2,undirected
704,678,2,undirected
704,687,1,undirected
704,690,8,undirected
704,691,9,undirected
704,708,4,undirected
704,718,2,undirected
704,722,2,undirected
705,2,2,undirected
705,395,2,undirected
705,661,1,undirected
705,666,1,undirected
705,668,2,undirected
705,680,5,undirected
705,689,8,undirected
